transaction_id,customer_id,amount,payment_method,status,failure_code,failure_source,failure_category,is_disputed,timestamp,retry_count,created_at,last_contact_at
txn_00000,cust_0061,985.78,card,success,,,,False,2026-09-02T00:05:25.633444,0,,
txn_00001,cust_0033,3921.29,UPI,success,,,,False,2026-08-28T00:20:41.869111,0
txn_00002,cust_0071,151.63,card,success,,,,False,2026-08-29T20:48:20.230532,0
txn_00003,cust_0069,926.45,UPI,success,,,,False,2026-09-03T01:45:32.860771,0
txn_00004,cust_0067,634.53,UPI,success,,,,False,2026-09-02T09:33:04.686142,0
txn_00005,cust_0030,134.77,card,success,,,,False,2026-08-31T16:09:56.546563,0
txn_00006,cust_0010,9085.18,UPI,success,,,,False,2026-08-31T13:34:12.771205,0
txn_00007,cust_0040,383.56,UPI,success,,,,False,2026-09-01T19:54:02.735858,0
txn_00008,cust_0009,582.87,UPI,success,,,,False,2026-09-03T10:26:06.011676,0
txn_00009,cust_0064,240.97,netbanking,success,,,,False,2026-09-01T15:26:46.789159,0
txn_00010,cust_0069,834.39,card,success,,,,False,2026-08-29T13:48:19.053307,0
txn_00011,cust_0038,352.58,UPI,failed,payment_timed_out,gateway,technical_decline,False,2026-08-27T23:27:53.947349,0
txn_00012,cust_0026,21922.07,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-29T11:26:28.149218,0
txn_00013,cust_0011,216.74,UPI,success,,,,False,2026-08-30T01:26:24.766267,0
txn_00014,cust_0033,949.55,card,success,,,,False,2026-09-02T08:51:15.220750,0
txn_00015,cust_0019,213.7,netbanking,success,,,,False,2026-08-30T16:20:26.993089,0
txn_00016,cust_0039,712.86,UPI,success,,,,False,2026-08-31T22:44:18.763530,0
txn_00017,cust_0013,4702.13,wallet,success,,,,False,2026-09-01T00:34:55.161785,0
txn_00018,cust_0030,761.91,netbanking,success,,,,False,2026-08-28T10:44:46.474926,0
txn_00019,cust_0042,730.15,UPI,failed,incorrect_otp,customer,business_decline,False,2026-08-29T00:33:32.647130,0
txn_00020,cust_0048,2840.75,card,success,,,,False,2026-08-28T09:28:33.529698,0
txn_00021,cust_0039,2593.47,netbanking,success,,,,False,2026-08-28T18:08:59.596788,0
txn_00022,cust_0035,2598.31,UPI,success,,,,False,2026-08-28T10:47:19.340660,0
txn_00023,cust_0068,635.91,UPI,failed,card_expired,customer,business_decline,False,2026-09-01T04:22:00.559704,0
txn_00024,cust_0044,445.68,card,success,,,,False,2026-08-29T09:36:15.947317,0
txn_00025,cust_0073,4760.11,UPI,failed,authentication_failed,customer,business_decline,False,2026-09-02T04:04:00.357181,0
txn_00026,cust_0025,3878.3,UPI,failed,insufficient_funds,customer,business_decline,True,2026-08-31T22:48:38.853867,0
txn_00027,cust_0038,3217.1,card,success,,,,False,2026-08-30T22:48:12.309559,0
txn_00028,cust_0024,17310.3,card,success,,,,False,2026-08-31T13:21:54.057334,0
txn_00029,cust_0038,806.18,card,success,,,,False,2026-08-31T15:46:45.737935,0
txn_00030,cust_0077,20920.5,card,failed,insufficient_funds,customer,business_decline,False,2026-08-29T22:00:34.038784,0
txn_00031,cust_0021,1373.46,card,success,,,,False,2026-08-29T21:18:47.069425,0
txn_00032,cust_0030,319.36,card,success,,,,False,2026-08-29T18:58:13.178447,0
txn_00033,cust_0060,3302.11,UPI,success,,,,False,2026-08-30T05:18:21.501093,0
txn_00034,cust_0049,774.87,card,success,,,,False,2026-08-31T00:56:40.688182,0
txn_00035,cust_0013,7427.17,card,failed,authentication_failed,customer,business_decline,False,2026-08-29T01:13:31.337987,0
txn_00036,cust_0017,22828.52,card,success,,,,False,2026-08-28T21:21:43.239278,0
txn_00037,cust_0078,13918.27,wallet,success,,,,False,2026-08-28T19:04:44.064366,0
txn_00038,cust_0020,672.9,UPI,success,,,,False,2026-08-29T07:03:57.188582,0
txn_00039,cust_0066,902.72,netbanking,failed,incorrect_otp,customer,business_decline,False,2026-08-31T02:35:15.724076,0
txn_00040,cust_0010,1256.85,UPI,success,,,,False,2026-09-02T12:45:11.367595,0
txn_00041,cust_0052,2557.52,netbanking,success,,,,False,2026-09-01T04:24:42.934700,0
txn_00042,cust_0074,449.99,card,failed,authentication_failed,customer,business_decline,False,2026-08-27T21:03:41.682085,0
txn_00043,cust_0053,344.64,netbanking,success,,,,False,2026-08-30T17:34:44.200709,0
txn_00044,cust_0062,247.54,UPI,success,,,,False,2026-09-03T07:07:25.788896,0
txn_00045,cust_0059,16837.86,UPI,success,,,,False,2026-08-28T01:31:01.227819,0
txn_00046,cust_0003,393.62,UPI,success,,,,False,2026-09-02T21:53:48.574884,0
txn_00047,cust_0058,4326.87,UPI,success,,,,False,2026-09-01T05:05:23.657208,0
txn_00048,cust_0032,9484.44,UPI,success,,,,False,2026-08-28T15:44:05.878661,0
txn_00049,cust_0008,117.34,netbanking,success,,,,False,2026-08-29T00:45:10.251595,0
txn_00050,cust_0019,14300.68,netbanking,success,,,,False,2026-09-01T19:55:28.019146,0
txn_00051,cust_0032,4857.92,card,failed,incorrect_otp,customer,business_decline,False,2026-08-29T03:09:40.030114,0
txn_00052,cust_0013,12506.14,netbanking,success,,,,False,2026-08-30T10:46:51.473778,0
txn_00053,cust_0025,794.23,UPI,success,,,,False,2026-09-02T23:13:57.330201,0
txn_00054,cust_0076,578.47,netbanking,success,,,,False,2026-08-28T20:40:16.687587,0
txn_00055,cust_0047,540.18,UPI,success,,,,False,2026-09-03T00:24:54.965753,0
txn_00056,cust_0055,759.42,card,success,,,,False,2026-08-27T18:35:15.679349,0
txn_00057,cust_0034,3369.31,card,success,,,,False,2026-08-30T04:31:36.208268,0
txn_00058,cust_0041,1975.21,card,success,,,,False,2026-08-28T12:54:43.880820,0
txn_00059,cust_0059,391.51,UPI,success,,,,False,2026-08-30T12:15:54.934899,0
txn_00060,cust_0062,3804.03,UPI,success,,,,False,2026-09-02T00:21:49.914611,0
txn_00061,cust_0035,315.29,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-30T14:37:37.586314,0
txn_00062,cust_0060,721.61,UPI,success,,,,False,2026-08-29T23:29:17.926237,0
txn_00063,cust_0039,995.97,netbanking,success,,,,False,2026-08-29T20:27:16.978938,0
txn_00064,cust_0070,207.59,card,success,,,,False,2026-09-01T04:25:37.423456,0
txn_00065,cust_0024,763.74,card,success,,,,False,2026-09-01T06:59:16.603465,0
txn_00066,cust_0035,189.47,UPI,success,,,,False,2026-08-29T10:16:10.991339,0
txn_00067,cust_0024,1506.21,card,success,,,,False,2026-09-01T10:13:50.139017,0
txn_00068,cust_0005,880.62,card,success,,,,False,2026-08-27T16:19:06.425669,0
txn_00069,cust_0062,10049.57,UPI,failed,authentication_failed,customer,business_decline,True,2026-09-02T18:45:54.991223,0
txn_00070,cust_0061,829.03,card,failed,card_expired,customer,business_decline,False,2026-09-02T16:50:00.097290,0
txn_00071,cust_0038,635.51,card,success,,,,False,2026-09-02T21:41:22.586602,0
txn_00072,cust_0079,873.15,UPI,success,,,,False,2026-09-01T22:05:04.419503,0
txn_00073,cust_0054,4789.41,UPI,success,,,,False,2026-09-01T08:41:46.028236,0
txn_00074,cust_0026,595.79,UPI,success,,,,False,2026-08-30T02:54:48.509610,0
txn_00075,cust_0020,307.33,UPI,success,,,,False,2026-09-03T11:33:01.722970,0
txn_00076,cust_0036,20756.56,UPI,success,,,,False,2026-08-29T13:53:53.124865,0
txn_00077,cust_0075,681.87,netbanking,success,,,,False,2026-08-29T20:55:16.495682,0
txn_00078,cust_0034,358.75,UPI,failed,insufficient_funds,customer,business_decline,False,2026-08-28T17:07:33.474644,0
txn_00079,cust_0015,584.98,UPI,success,,,,False,2026-08-31T05:15:31.467577,0
txn_00080,cust_0056,964.72,card,failed,insufficient_funds,customer,business_decline,False,2026-09-02T22:29:08.767971,0
txn_00081,cust_0073,566.07,netbanking,failed,card_expired,customer,business_decline,False,2026-08-30T09:21:48.050902,0
